[1478, 608, 3005, 10785, 9485, 6530, 1068, 8397, 1220, 3181, 8279, 5068, 8608, 18039, 11297, 13613, 10572, 5701, 13971, 13968, 17076, 2832, 14415, 14498, 1449, 13660, 3011, 6783, 2543, 18493, 19597, 10101, 12525, 14246, 15, 9349, 6739, 18276, 16870, 10594, 6009, 6416, 6964, 10372, 13948, 17648, 16681, 2918, 2926, 6797, 6387, 17824, 11028, 7863, 6075, 18547, 14953, 11934, 7687, 13339]
[6695, 8343, 6712, 18712, 15336, 6765, 14098, 14067, 279, 2911, 1754, 3554, 13459, 17627, 3082, 9428, 3881, 3969, 11877, 394, 2531, 1802, 14890, 17325, 2029, 8454, 14359, 10013, 16011, 11290, 2404, 13757, 2714, 581, 3657, 844, 6945, 16680, 7559, 16885, 15110, 1887, 13596, 19228, 13283, 4850, 13935, 4742, 4083, 10811, 239, 9959, 7361, 2556, 18301, 10313, 8291, 13242, 12640, 3250]
[1168, 1064, 16028, 8019, 14859, 1198, 4114, 10349, 9634, 7928, 5495, 19521, 13513, 3698, 2807, 15903, 7351, 16622, 2904, 16893, 9278, 12536, 19096, 8101, 10927, 3988, 627, 18869, 14888, 12519, 6522, 5684, 15659, 8116, 11834, 9994, 11665, 11604, 1851, 9862, 17409, 14629, 10979, 862, 17485, 10826, 11470, 14648, 8903, 10852, 3364, 481, 472, 12396, 17078, 11284, 1844, 6183, 15294, 5954]
[86, 4564, 12755, 8205, 9721, 1567, 7152, 3064, 9333, 19126, 15576, 14841, 12339, 5183, 12558, 10849, 14382, 14443, 10570, 7908, 5214, 15955, 14467, 17027, 8471, 12038, 996, 9248, 10172, 13883, 3674, 12578, 14529, 7055, 19674, 537, 1811, 11476, 19500, 6987, 12032, 8373, 14891, 2594, 7959, 12295, 3308, 17763, 16089, 3279, 7672, 9043, 10693, 4824, 15074, 17425, 11447, 9167, 4543, 156]
[19145, 7974, 2445, 12626, 17166, 11895, 6256, 14425, 9526, 770, 3819, 16508, 15971, 6853, 6817, 13096, 19343, 19429, 3180, 5770, 17712, 13885, 15453, 7410, 8165, 9206, 16836, 2873, 10234, 17221, 12697, 9150, 10295, 19664, 18604, 9478, 14271, 18280, 10876, 230, 16974, 7630, 5240, 10071, 6142, 9303, 2063, 3492, 16346, 12758, 5404, 10931, 3444, 2408, 12873, 6548, 10972, 2804, 663, 15752]
[8729, 10838, 8891, 18212, 6273, 14427, 6333, 19361, 15940, 13096, 19226, 10819, 5804, 14274, 16757, 5034, 8191, 1375, 12266, 964, 11841, 13946, 12525, 12915, 18013, 10045, 318, 6902, 6157, 8780, 3533, 2597, 10060, 16665, 11823, 7032, 3799, 15500, 2933, 15290, 19386, 10216, 6730, 11326, 12476, 11499, 19428, 16900, 18642, 5226, 3259, 12653, 6216, 9488, 1047, 3058, 18428, 16570, 14159, 4251]
[5963, 7606, 7414, 5576, 1413, 5956, 17347, 3172, 120, 17247, 7205, 5582, 17015, 10318, 16794, 11461, 7052, 9082, 9604, 12362, 4285, 3867, 13851, 6110, 14030, 1950, 15537, 2773, 1565, 6275, 11917, 6456, 17745, 13839, 3021, 12359, 12793, 9478, 18481, 17780, 1850, 5929, 11783, 17528, 10693, 3023, 12655, 6527, 5912, 5824, 17530, 16410, 6021, 11369, 18523, 4434, 2410, 12857, 39, 9159]
[16056, 6997, 9749, 17374, 3437, 16839, 7769, 4051, 13041, 10097, 12155, 15541, 11959, 4612, 8754, 222, 15239, 1149, 10291, 17975, 19253, 5986, 18854, 13126, 9998, 1659, 11148, 3724, 16225, 15757, 1783, 13453, 15005, 6054, 16490, 10507, 6221, 5702, 2272, 17114, 10078, 6937, 8796, 7671, 22, 15017, 6183, 11674, 4270, 378, 7446, 881, 15999, 5417, 15803, 4091, 7232, 11453, 17847, 16502]
[11478, 14678, 18534, 16702, 5610, 1502, 14313, 0, 11704, 4631, 217, 19006, 14579, 15600, 7377, 7470, 9059, 5486, 9139, 13964, 18791, 13757, 6864, 1939, 16403, 7034, 1310, 9578, 14622, 4299, 10432, 19052, 14591, 17623, 12075, 8790, 19132, 5969, 3669, 636, 5850, 6838, 9231, 18339, 1253, 11660, 7295, 10592, 16516, 13315, 16083, 3671, 7899, 5232, 9844, 16064, 13836, 7348, 17122, 7735]
[7831, 15980, 4041, 9170, 6092, 1875, 10087, 3912, 19101, 2984, 14808, 10037, 8328, 6679, 3801, 13278, 16212, 5222, 15404, 5364, 19149, 2653, 2182, 14215, 10942, 3211, 1344, 3669, 18297, 5759, 12078, 14872, 2420, 2812, 11705, 3970, 11807, 15880, 5985, 14198, 8230, 19656, 5229, 2861, 7150, 10057, 2510, 3754, 18314, 15668, 13819, 10733, 11592, 18448, 6318, 6786, 8352, 19498, 16828, 5762]
[18944, 13235, 9457, 4837, 5825, 15750, 11209, 18666, 10213, 13872, 10499, 11398, 12869, 13044, 10199, 19416, 16950, 16593, 8865, 11945, 16454, 14732, 14923, 4285, 12407, 7111, 18672, 9926, 7234, 2182, 5311, 7593, 7433, 10147, 8144, 11192, 3975, 18537, 8282, 12578, 19085, 10648, 15967, 19020, 4258, 18769, 12810, 18378, 579, 7523, 7635, 8029, 4344, 12418, 3680, 11063, 17899, 11867, 4257, 15538]
[7054, 7078, 15364, 15173, 7013, 4970, 11356, 11017, 15678, 4111, 12836, 8505, 17964, 4765, 9720, 4227, 16264, 4144, 5013, 17943, 14622, 6543, 18746, 4986, 2486, 15356, 9874, 4219, 15272, 16538, 18102, 7158, 12253, 18037, 4754, 9306, 15685, 17221, 7539, 18014, 13562, 859, 390, 17523, 8180, 2148, 15216, 2400, 9018, 5908, 10090, 11230, 16129, 16923, 4894, 4323, 10741, 9935, 13823, 1545]
[17795, 19668, 1056, 3029, 14885, 6700, 6273, 19310, 13410, 16088, 16644, 9949, 15460, 9524, 16796, 14531, 8343, 3375, 17596, 15571, 15235, 10605, 11862, 3253, 17394, 15064, 15948, 136, 5702, 14573, 12398, 6112, 5525, 6710, 2436, 8297, 4657, 10079, 16633, 15379, 1383, 8424, 18004, 4224, 1740, 15442, 338, 16360, 728, 6376, 7558, 4637, 12505, 16142, 5753, 1263, 11022, 17519, 10413, 3618]
[5414, 9918, 14349, 4512, 7466, 9818, 14700, 11710, 3276, 2681, 3180, 6802, 15985, 12429, 17004, 1117, 8071, 12410, 11827, 9059, 9287, 9395, 12468, 18625, 14257, 15833, 11510, 12236, 16208, 10760, 11998, 17738, 14897, 3328, 6296, 17612, 5436, 10185, 1031, 14183, 18793, 17531, 14564, 8979, 12708, 7704, 10078, 7790, 14962, 17996, 6800, 6828, 19384, 8658, 6567, 1917, 15133, 311, 8908, 16446]
[7098, 1239, 4137, 8124, 1385, 1451, 16721, 1594, 18390, 6862, 13715, 16211, 11118, 18922, 8229, 17550, 14590, 10055, 9500, 11227, 2367, 6187, 2933, 2300, 10048, 15856, 10013, 9200, 12398, 11116, 16680, 10311, 18147, 9353, 623, 14075, 8537, 4769, 4063, 11565, 4909, 1828, 1651, 27, 15199, 10341, 9906, 6805, 2050, 1780, 1888, 5762, 18728, 12514, 12474, 17784, 2400, 10975, 14971, 1992]
[10349, 17164, 1753, 4326, 10761, 16329, 12218, 13789, 18051, 975, 11987, 12717, 12634, 11956, 7030, 2945, 9473, 14711, 15867, 15366, 2568, 11515, 633, 9030, 2985, 3506, 2133, 12261, 1108, 13769, 5663, 17776, 18194, 17952, 13413, 16667, 5702, 657, 16334, 13880, 19020, 2718, 2329, 8306, 17828, 7918, 1991, 12492, 8792, 6049, 5673, 1439, 17375, 5626, 16435, 3603, 8755, 12365, 12575, 5335]
[13139, 7391, 2103, 1207, 7179, 1934, 2145, 2043, 6857, 19487, 10052, 9765, 18825, 4325, 7835, 16913, 19171, 1964, 12880, 2781, 18146, 15007, 5370, 1739, 18431, 18447, 15190, 2894, 12796, 15095, 2560, 10612, 9027, 15698, 19713, 141, 12774, 11625, 7876, 18552, 16440, 5934, 1367, 18412, 14988, 12004, 8048, 9525, 15438, 16392, 14757, 7863, 2803, 10744, 8691, 6667, 7343, 645, 6479, 3710]
[19589, 10792, 10497, 5251, 5096, 4574, 19196, 1000, 16559, 3346, 19373, 3260, 2948, 14177, 1090, 9302, 16553, 3124, 13553, 19436, 4020, 18063, 16149, 10581, 10190, 9299, 1620, 12161, 19040, 19242, 406, 550, 12739, 6502, 5485, 14688, 3875, 5560, 12650, 14373, 18036, 4842, 13315, 9262, 10767, 16154, 97, 6966, 17611, 9906, 16787, 11725, 17067, 2976, 10592, 14844, 4198, 3435, 3596, 3451]
[15071, 1467, 12340, 5900, 14461, 4862, 1598, 18222, 12267, 1709, 17969, 19236, 12622, 1964, 10395, 13666, 4191, 16657, 2137, 17795, 3315, 5212, 12765, 6502, 16566, 14312, 72, 8976, 14689, 16152, 18476, 18517, 7433, 867, 1821, 14716, 10640, 14089, 14916, 8273, 6726, 13268, 10493, 236, 6983, 1380, 4860, 3929, 5587, 7781, 17818, 17862, 19014, 15755, 8013, 17699, 17128, 15476, 2620, 13457]
[16070, 18373, 12918, 18525, 18681, 7670, 2106, 16221, 6360, 5512, 19338, 9884, 15220, 19504, 7928, 8664, 16108, 8134, 11560, 10245, 15234, 4944, 11648, 15796, 3649, 6070, 8433, 4749, 14058, 12363, 1579, 3808, 19312, 9645, 15838, 12236, 11006, 16477, 1310, 7474, 14456, 9811, 12317, 17049, 18427, 19587, 8089, 9505, 1345, 1169, 2924, 19075, 14404, 17051, 12861, 10972, 73, 5621, 7390, 8098]
[11802, 11964, 12477, 10136, 7801, 17590, 6962, 1018, 3276, 1644, 4811, 15507, 7553, 18181, 2575, 13026, 18028, 13897, 7866, 11608, 19567, 8203, 896, 1684, 7752, 9073, 3850, 9635, 13108, 11834, 10486, 19711, 9288, 11136, 2728, 2133, 18266, 11410, 16948, 15880, 10600, 3492, 17818, 8880, 11885, 16059, 14223, 3009, 3737, 11122, 12917, 17633, 8369, 2698, 5498, 16795, 5960, 13124, 11108, 441]
[18122, 18140, 14423, 8804, 10150, 13886, 8773, 19184, 947, 13987, 5545, 6866, 17503, 2975, 18119, 1226, 15009, 16961, 6451, 16051, 14716, 4751, 8197, 334, 8072, 5074, 3533, 690, 12612, 18143, 2224, 10141, 14533, 12078, 4524, 4456, 5688, 3714, 15379, 15793, 15654, 15761, 19104, 10600, 593, 16778, 4547, 11204, 18423, 4448, 7830, 18651, 10614, 16112, 5881, 9729, 14884, 2848, 1618, 16155]
[3394, 15318, 12470, 6205, 11276, 11798, 12220, 16780, 3031, 18242, 11563, 1546, 9697, 1418, 2721, 19183, 2823, 2768, 4003, 4977, 9966, 2126, 10459, 16820, 4395, 6646, 6803, 15107, 15232, 6859, 575, 17460, 15241, 9670, 1643, 7808, 5815, 17747, 4819, 18210, 15624, 11758, 13062, 19511, 5808, 17288, 5139, 14565, 13956, 10001, 17992, 374, 11972, 10853, 7071, 7482, 16978, 2439, 2588, 2336]
[19382, 17662, 9114, 6210, 14226, 6436, 2575, 19427, 6602, 13163, 17956, 1226, 6773, 10043, 5805, 14754, 12501, 18303, 11593, 403, 4579, 9489, 8628, 17876, 14412, 7360, 12231, 8357, 18788, 12261, 8983, 7395, 9817, 2597, 8948, 17394, 3253, 6666, 17794, 8819, 9010, 1142, 8271, 9253, 12418, 5965, 12386, 16737, 847, 9416, 5983, 12383, 1832, 14671, 3730, 7399, 10308, 16308, 11694, 15895]
[10179, 5466, 6958, 8317, 8772, 9151, 15657, 11227, 6639, 12094, 4067, 8834, 540, 6407, 14850, 4718, 7912, 5693, 15645, 13606, 309, 14660, 5316, 10977, 15352, 11164, 13197, 1878, 15594, 19265, 2565, 16162, 3774, 13489, 15532, 11388, 882, 4648, 9029, 15551, 6931, 11400, 4258, 3408, 10085, 12562, 14878, 11628, 10286, 1098, 5606, 16016, 18294, 9131, 10916, 18988, 18422, 5823, 18750, 2010]
[18288, 10267, 8463, 13857, 8798, 9205, 1582, 4830, 3895, 12745, 8067, 18015, 17879, 748, 12829, 1145, 17378, 1360, 12438, 9470, 6359, 301, 14180, 9635, 11823, 6987, 12108, 13561, 17792, 18783, 13765, 10751, 7664, 12848, 3838, 3194, 18697, 4889, 13489, 5637, 9587, 13947, 14965, 5913, 15606, 10998, 7077, 14008, 7579, 3549, 2173, 7502, 2706, 11501, 9522, 13961, 7150, 5093, 18126, 16012]
[4217, 19390, 19374, 1801, 13841, 3174, 14277, 19114, 13125, 11530, 8108, 7239, 1718, 14419, 2142, 2025, 10775, 13645, 4732, 15840, 15776, 7395, 15608, 8535, 6455, 5419, 10847, 13674, 14128, 11515, 4624, 6357, 12246, 11290, 1079, 737, 15884, 14675, 9892, 14573, 11559, 11284, 13899, 5381, 1869, 7869, 8027, 1604, 10449, 13594, 60, 11906, 13426, 12974, 8895, 14983, 4066, 3748, 5267, 17272]
[7120, 19270, 18324, 18638, 650, 1599, 5829, 18544, 2932, 10460, 1990, 9267, 19529, 3419, 14233, 518, 810, 1630, 9626, 16556, 17938, 15267, 5370, 14689, 14214, 3955, 17114, 12071, 13314, 11621, 4565, 5152, 3274, 17517, 2583, 12735, 5873, 9900, 13660, 10734, 18022, 14846, 10293, 1861, 5503, 14871, 2737, 3400, 2561, 2603, 14798, 13124, 14204, 18894, 10672, 19428, 201, 13627, 5703, 9172]
[10186, 4836, 1173, 8375, 3958, 11218, 16028, 18986, 16296, 968, 1754, 1998, 10262, 17019, 16013, 2424, 12318, 11615, 14736, 17867, 383, 15743, 81, 12706, 4700, 16302, 16035, 7542, 4285, 12268, 11164, 17952, 6973, 10955, 3533, 4291, 11629, 3594, 5207, 14662, 18061, 8552, 7368, 18437, 10750, 12000, 842, 17624, 18828, 17136, 8323, 14052, 19522, 7177, 10057, 18645, 9426, 17677, 3069, 3730]
[14820, 8905, 14683, 17658, 13123, 12330, 3711, 14475, 17293, 1814, 7379, 11317, 18236, 2223, 11361, 16628, 5319, 10487, 5289, 10184, 18175, 1183, 7111, 18253, 4389, 16838, 18355, 8801, 17568, 3599, 7420, 13423, 657, 6285, 16694, 7354, 101, 8130, 12786, 3992, 19287, 19002, 2821, 17079, 6985, 16059, 4615, 12013, 4030, 16495, 4365, 10246, 7286, 12615, 2620, 1519, 1356, 13299, 8366, 10910]
[11964, 15239, 14485, 19651, 11268, 8884, 19431, 1906, 9051, 6079, 9191, 5527, 10047, 8045, 18348, 18291, 10932, 19018, 15303, 19010, 8748, 14748, 1901, 19221, 6447, 19631, 18138, 2515, 19567, 7938, 15551, 1188, 14271, 16956, 3602, 8993, 16263, 14480, 9370, 16781, 349, 2710, 19399, 7573, 791, 9847, 16275, 2919, 3110, 2843, 12974, 2503, 11712, 17979, 17104, 4684, 12369, 303, 18352, 3407]
[8406, 8794, 3978, 16051, 19526, 2387, 19202, 19516, 11614, 19701, 8688, 5174, 3805, 3067, 10408, 6545, 3953, 11527, 12852, 7000, 13809, 5726, 15259, 2564, 8829, 17693, 482, 17950, 10060, 15919, 15190, 7855, 14644, 7745, 4650, 13966, 4861, 9663, 15663, 10474, 17605, 5332, 5980, 18769, 18238, 10375, 12838, 9129, 4040, 19345, 10134, 15895, 13846, 597, 10235, 1979, 7498, 8427, 2742, 15970]
[4085, 2641, 10455, 14663, 10513, 1245, 4536, 5406, 18792, 138, 13853, 1969, 8914, 9438, 14579, 8891, 16264, 8314, 5557, 7982, 16027, 11981, 4782, 12199, 10670, 12786, 15892, 4390, 2163, 17912, 13896, 3991, 10471, 5883, 1477, 12242, 4495, 10847, 17021, 4841, 7116, 9156, 19539, 4068, 15785, 3752, 13507, 2617, 488, 1940, 6066, 19278, 7176, 2547, 9130, 9238, 15829, 6728, 14845, 12941]
[6205, 4415, 8529, 9955, 12922, 836, 16806, 1328, 11839, 11527, 16205, 16166, 1856, 10208, 14875, 7744, 15085, 14276, 6953, 15034, 3714, 11914, 1281, 12261, 13660, 1248, 14819, 132, 4108, 5318, 11006, 15839, 10558, 3211, 11026, 3594, 13224, 12617, 9665, 6291, 9847, 1951, 10086, 8977, 19614, 4759, 15144, 4526, 4113, 6775, 9842, 2196, 8473, 12365, 11533, 14133, 10192, 13035, 14958, 7253]
[18743, 875, 10473, 354, 14320, 16422, 10938, 17399, 10712, 12507, 13075, 6026, 5174, 13884, 12323, 1927, 2246, 19695, 3138, 7978, 17511, 8657, 12049, 10137, 11515, 3252, 7474, 19013, 7325, 14866, 2167, 9941, 12363, 15301, 13854, 6536, 10780, 4622, 7279, 13678, 11660, 5118, 4170, 18405, 17719, 10302, 6966, 353, 8638, 10192, 5388, 7847, 11050, 11605, 5652, 18902, 11323, 7586, 3034, 7723]
[105, 1149, 2168, 4247, 6073, 14552, 3536, 4950, 7243, 19452, 157, 9050, 8470, 5784, 14243, 2892, 4553, 689, 17155, 6756, 7207, 3427, 6646, 4135, 5876, 11481, 9849, 18893, 10994, 16027, 7694, 7952, 5403, 18980, 1791, 6653, 78, 14380, 18458, 7664, 16096, 19369, 8853, 2957, 5872, 6375, 4206, 16736, 15062, 8040, 11658, 17136, 7016, 13488, 6941, 8329, 17075, 15323, 19223, 13656]
[19017, 5770, 2704, 9896, 10274, 16103, 858, 8336, 16567, 19263, 1006, 7549, 19130, 11424, 17025, 16462, 3327, 15517, 4246, 1759, 4906, 15827, 9004, 14872, 6330, 4299, 6788, 1042, 16933, 11922, 4153, 17464, 9286, 13692, 11263, 261, 7325, 12741, 19674, 9691, 5534, 17608, 17272, 19211, 16643, 3966, 2727, 2825, 6465, 5920, 6081, 19156, 3451, 7929, 10108, 17674, 14020, 533, 14305, 13153]
[16686, 17537, 7210, 15238, 11433, 4829, 461, 6487, 19584, 10893, 14636, 12770, 2045, 3031, 2309, 7860, 19573, 18048, 10403, 16422, 4606, 16079, 11678, 9294, 10640, 18231, 8707, 15839, 1340, 17970, 15757, 9537, 820, 19602, 14632, 5461, 12413, 8601, 10751, 9580, 13486, 881, 10574, 13443, 19195, 10345, 13593, 8504, 18673, 8318, 1965, 14488, 14297, 13578, 7944, 15831, 10064, 8351, 14494, 6290]
[12571, 19196, 7902, 9113, 6989, 221, 1324, 16487, 5361, 11034, 16703, 9840, 10012, 99, 3859, 9972, 4967, 5095, 16675, 6038, 5776, 3374, 17021, 17241, 14723, 11415, 7375, 10082, 17041, 6921, 2597, 695, 7699, 17597, 4557, 2404, 11329, 8138, 19411, 8665, 12917, 19522, 3616, 7290, 4615, 10887, 5479, 17248, 18168, 18375, 7240, 15114, 15897, 18641, 10277, 9367, 6680, 709, 15372, 14239]
