[2427, 974, 953, 417, 1191, 566, 2206, 1893, 549, 986, 770, 870, 288, 1048, 273, 332, 788, 2138, 2501, 926, 2357, 560, 814, 1474, 1437, 2695, 82, 1115, 378, 983, 1493, 1522, 943, 1, 2263, 2351, 2297, 435, 2520, 443, 680, 725, 2203, 794, 2193, 1523, 2054, 2330, 1905, 1188, 1588, 461, 1655, 1521, 619, 2201, 2408, 1275, 636, 1006, 1562, 501, 71, 2444, 1038, 2654, 427, 1761, 439, 2503, 2557, 999, 567, 1565, 1427, 2619, 533, 2409, 1378, 1383, 1283, 1571, 656, 302, 1775, 1623, 1783, 556, 519, 136, 1560, 2095, 1448, 102, 876, 236, 2478, 1245, 945, 958, 801, 1309, 371, 241, 20, 647, 1978, 668, 2586, 2029, 1661, 1313, 1043, 2481, 2275, 540, 739, 2537, 119, 125, 539, 2468, 2192, 447, 2190, 506, 2135, 1501, 42, 2154, 1399, 108, 1683, 122, 2161, 2638, 1362, 778, 1482, 2159]
[2162, 1684, 1548, 597, 1823, 185, 953, 2214, 1393, 1945, 2635, 788, 2603, 1026, 2676, 1844, 297, 416, 1590, 2633, 1406, 813, 2259, 1115, 956, 1518, 947, 2520, 1234, 577, 1437, 2294, 2001, 86, 1257, 247, 810, 2631, 1135, 1671, 434, 6, 1083, 1275, 1583, 2068, 651, 642, 1110, 2280, 815, 437, 146, 1435, 659, 2051, 1848, 1843, 530, 1923, 823, 1398, 2451, 1216, 425, 1509, 1596, 227, 357, 689, 1566, 1833, 2421, 364, 1694, 2313, 1407, 1568, 978, 1305, 1782, 2591, 1337, 1991, 121, 2086, 505, 829, 1204, 2429, 1776, 2478, 1572, 2168, 236, 2107, 2584, 1245, 350, 887, 728, 2184, 995, 1956, 1409, 676, 1032, 1167, 2281, 2375, 1368, 516, 1544, 941, 1222, 410, 220, 671, 703, 540, 2159, 1975, 2479, 2173, 898, 1076, 921, 2396, 2164, 2423, 604, 2192, 2132, 127, 2649, 1593, 830, 2015, 99, 491]
[641, 1633, 1657, 184, 1605, 1708, 1014, 1126, 960, 923, 0, 874, 2493, 2521, 1026, 2687, 566, 311, 1127, 2663, 2674, 210, 1063, 1474, 1639, 1081, 1585, 943, 2463, 2671, 1794, 2677, 2236, 1141, 677, 805, 1015, 1966, 1071, 1796, 2653, 1526, 2172, 2072, 2070, 437, 619, 989, 164, 475, 1536, 1296, 2639, 1556, 94, 74, 1588, 1602, 838, 2424, 59, 998, 1103, 2507, 155, 1727, 110, 1766, 2441, 1513, 2307, 72, 796, 957, 929, 1748, 1744, 403, 580, 1550, 36, 910, 234, 1783, 1505, 1623, 131, 1197, 2082, 1346, 136, 1490, 1787, 54, 1656, 508, 126, 1784, 1248, 1699, 233, 113, 2178, 528, 676, 2374, 1043, 1500, 647, 2456, 1409, 925, 2485, 750, 913, 587, 2166, 2024, 514, 410, 96, 99, 712, 2160, 2157, 2690, 682, 471, 108, 1482, 724, 1359, 2050, 2110, 1501, 600, 1972, 2479, 2423, 122]
[512, 281, 961, 2613, 722, 1231, 2650, 2138, 2039, 143, 2529, 2688, 1997, 2037, 2590, 2000, 622, 2696, 2521, 2692, 2380, 1531, 2034, 2637, 43, 954, 224, 1111, 2249, 2306, 789, 802, 2262, 187, 1686, 2417, 2661, 1643, 1968, 2623, 1801, 1125, 2070, 242, 888, 2156, 2502, 2203, 1540, 2074, 1069, 1391, 659, 794, 1535, 2470, 195, 146, 1025, 2018, 2514, 2507, 173, 635, 2476, 1378, 2557, 1427, 1430, 363, 1041, 290, 2390, 1199, 760, 1751, 64, 744, 626, 2523, 2488, 1699, 135, 459, 1780, 1258, 2088, 1776, 519, 124, 2252, 2210, 1624, 2046, 656, 2328, 2084, 508, 1245, 719, 1309, 1039, 1619, 803, 1897, 1594, 661, 1911, 1881, 113, 646, 376, 1338, 2284, 2023, 1269, 1436, 1902, 265, 2456, 2158, 1464, 2458, 23, 712, 891, 551, 1593, 850, 99, 2173, 92, 1291, 1976, 42, 939, 1616, 1660, 2110, 404]
[2634, 390, 1863, 2207, 2014, 2676, 269, 658, 1942, 1511, 927, 2539, 1363, 1502, 1005, 1728, 7, 781, 1310, 1636, 2226, 1381, 1061, 1102, 1342, 2263, 39, 2549, 1063, 984, 805, 983, 2352, 1890, 1585, 431, 2483, 1135, 583, 1234, 415, 651, 502, 347, 2280, 1540, 2179, 2054, 2360, 1695, 475, 81, 2055, 2059, 975, 1848, 948, 2051, 1279, 257, 290, 1715, 1762, 1721, 1030, 2514, 357, 635, 757, 301, 358, 1716, 1742, 1358, 2561, 1373, 535, 2083, 1249, 1627, 139, 1805, 1781, 1245, 2093, 2090, 887, 1547, 225, 1572, 104, 1640, 2106, 126, 968, 2145, 1768, 1251, 1651, 2170, 2185, 2388, 119, 392, 130, 438, 1955, 671, 728, 1360, 1829, 2178, 220, 578, 559, 2031, 1899, 676, 528, 67, 1074, 596, 56, 2159, 1647, 539, 702, 1495, 1976, 1215, 181, 2109, 2422, 1675, 1351, 1836, 2649, 2050, 106, 1660]
[598, 1177, 1938, 2302, 1931, 1875, 1608, 141, 1662, 1191, 770, 765, 987, 387, 2693, 1863, 2006, 926, 2613, 237, 583, 29, 196, 857, 1639, 1318, 1454, 2473, 698, 691, 638, 2682, 2336, 2238, 761, 1688, 2263, 22, 1240, 1449, 61, 2268, 707, 2295, 1203, 149, 405, 530, 1981, 323, 2499, 186, 242, 3, 2267, 809, 2419, 839, 572, 2099, 1398, 425, 1747, 760, 732, 1509, 820, 46, 860, 1103, 464, 2561, 1067, 615, 1426, 1486, 2409, 1751, 1254, 2554, 2429, 508, 2504, 2080, 1735, 958, 2326, 660, 2591, 2079, 1797, 1777, 131, 2085, 1640, 2084, 519, 124, 54, 2081, 1029, 1700, 129, 344, 2407, 1650, 1898, 971, 1226, 728, 371, 2287, 1028, 388, 1978, 97, 1707, 1222, 1404, 648, 2158, 2132, 213, 1900, 850, 2622, 1975, 93, 1914, 2050, 2154, 539, 2192, 1163, 1675, 1674, 1485, 1291, 414, 2030]
[25, 1924, 395, 1147, 617, 920, 1692, 1935, 547, 413, 1256, 1992, 1607, 2413, 2128, 2659, 185, 297, 1941, 622, 1336, 2387, 1240, 420, 2547, 2645, 255, 2379, 1102, 2661, 1667, 63, 2123, 2473, 2130, 740, 340, 805, 1208, 585, 731, 2179, 2384, 334, 1468, 260, 100, 2089, 423, 2189, 707, 901, 2074, 815, 2333, 2562, 1188, 2054, 1118, 323, 439, 672, 328, 1753, 1040, 1483, 1480, 534, 564, 800, 46, 1612, 346, 1831, 1516, 2652, 2492, 228, 2651, 978, 2326, 2505, 556, 1797, 2086, 121, 2080, 1780, 2318, 1144, 103, 1584, 1784, 2487, 1459, 1783, 2208, 719, 1248, 656, 2058, 2061, 1953, 20, 878, 737, 822, 474, 793, 1324, 2184, 2621, 114, 628, 119, 454, 1959, 483, 747, 241, 1674, 1592, 2157, 1647, 2217, 77, 108, 1027, 1676, 712, 1487, 1976, 2164, 87, 2161, 2455, 1836, 1587, 190, 404]
[2425, 775, 2486, 1636, 1166, 781, 1211, 988, 1641, 576, 1432, 1303, 1132, 503, 1107, 554, 2320, 2634, 1548, 2559, 368, 325, 2379, 1307, 1532, 422, 2240, 1425, 759, 1437, 2224, 810, 1390, 209, 1906, 442, 2337, 798, 688, 588, 2171, 1079, 1839, 1644, 405, 667, 1296, 485, 733, 1468, 1156, 2019, 815, 2332, 32, 718, 1672, 149, 1713, 292, 244, 1145, 494, 1627, 580, 1003, 762, 2627, 2452, 881, 2365, 2685, 1205, 1990, 2083, 1030, 367, 246, 757, 1832, 608, 887, 834, 1144, 1776, 2300, 2324, 719, 1624, 384, 2026, 2584, 2170, 505, 542, 1791, 1193, 1777, 2143, 1609, 1661, 2061, 913, 1494, 2060, 668, 2029, 37, 119, 2100, 266, 1237, 1555, 904, 438, 1911, 1314, 1029, 694, 468, 1676, 596, 1683, 122, 2015, 908, 1288, 41, 1660, 779, 2151, 2228, 69, 99, 1975, 550, 491, 31, 1919, 891]
[1231, 1862, 2128, 2698, 2696, 2320, 1298, 2340, 374, 1278, 1941, 1473, 1818, 710, 997, 2033, 630, 17, 453, 48, 837, 2020, 22, 1795, 1064, 1510, 593, 2362, 1240, 2675, 2465, 522, 1157, 2354, 1461, 577, 1380, 1653, 1474, 1111, 842, 1467, 809, 1395, 1218, 2054, 901, 1583, 527, 1922, 1047, 1927, 2099, 437, 257, 2021, 2424, 79, 711, 1515, 1717, 2439, 1746, 1173, 1373, 493, 391, 1724, 2307, 501, 613, 1407, 905, 312, 1148, 1155, 936, 1308, 1629, 609, 318, 2026, 2081, 1769, 384, 1560, 1779, 656, 399, 131, 1335, 1805, 1705, 1735, 406, 225, 2327, 112, 303, 1346, 2287, 1122, 2017, 2537, 2111, 1677, 2592, 451, 50, 419, 2062, 971, 2024, 1377, 1227, 1958, 1764, 483, 2105, 1884, 2455, 127, 611, 830, 491, 2461, 908, 551, 1973, 847, 921, 779, 123, 1674, 504, 471, 539, 1372, 1291, 42]
[1574, 2344, 2571, 150, 2006, 1741, 1598, 2039, 1811, 2361, 1223, 160, 1065, 1453, 1095, 1684, 2555, 182, 2669, 2630, 2292, 1336, 470, 1530, 1380, 2665, 1320, 529, 2549, 356, 1264, 828, 1021, 1143, 2518, 2289, 2238, 1102, 2123, 984, 2219, 2073, 100, 693, 2364, 280, 2019, 530, 1083, 146, 195, 2116, 1259, 667, 1302, 1843, 2533, 1125, 2347, 718, 71, 268, 1148, 357, 1746, 1731, 326, 2359, 290, 883, 1189, 1730, 391, 301, 2596, 1632, 1136, 1625, 1305, 227, 581, 121, 2487, 2145, 2080, 876, 406, 1777, 2620, 1769, 1335, 2085, 1772, 131, 1204, 2088, 1767, 1245, 2326, 459, 1902, 941, 441, 249, 1133, 454, 610, 2058, 2023, 1690, 578, 1594, 648, 272, 1879, 1237, 661, 2062, 1190, 878, 1504, 2135, 539, 2480, 2192, 1085, 1836, 1675, 1351, 2013, 69, 1396, 491, 414, 2110, 550, 2154, 2030, 594, 2458]
[2406, 1997, 2139, 1837, 2038, 2427, 254, 2104, 2305, 2567, 532, 2314, 2011, 1932, 1814, 1270, 219, 997, 1469, 335, 946, 2250, 369, 1064, 2323, 2431, 545, 862, 2237, 2337, 1793, 2226, 2538, 43, 2474, 1969, 283, 2432, 837, 1051, 2472, 2332, 863, 2155, 1652, 2280, 2653, 2070, 1920, 2055, 2056, 711, 1374, 2194, 280, 1602, 434, 1341, 164, 211, 9, 357, 1513, 2334, 1715, 2450, 882, 1384, 1738, 1895, 817, 1466, 684, 439, 449, 301, 2503, 615, 757, 2451, 2545, 459, 1142, 1769, 409, 741, 104, 719, 1204, 318, 109, 153, 2144, 660, 2328, 910, 112, 1656, 476, 303, 2537, 1883, 1828, 393, 1879, 2281, 671, 1338, 2029, 1478, 266, 1105, 634, 130, 241, 2269, 1707, 2481, 676, 249, 307, 1399, 850, 1236, 2397, 1482, 2468, 2112, 331, 1587, 1918, 2158, 2134, 23, 1165, 772, 2622, 213, 2110, 1085]
[2625, 2117, 570, 1621, 670, 512, 2242, 1479, 160, 2230, 2595, 1201, 1278, 1815, 222, 1191, 477, 1084, 716, 1950, 2684, 66, 1081, 1452, 243, 943, 2393, 1493, 2034, 582, 1366, 1111, 2547, 1522, 75, 2647, 1138, 677, 1064, 1286, 1275, 1923, 863, 2137, 2234, 2201, 6, 2291, 1259, 572, 2171, 2172, 1006, 2021, 2267, 149, 60, 1069, 52, 62, 28, 337, 704, 2561, 1712, 73, 1612, 2221, 931, 1711, 1710, 1736, 1499, 1765, 2691, 202, 494, 1625, 1738, 686, 2045, 137, 589, 54, 1560, 2324, 1304, 556, 2095, 945, 958, 1735, 980, 1670, 1773, 1782, 1180, 1253, 350, 2505, 1963, 451, 438, 1555, 671, 647, 1845, 2375, 2428, 2553, 1360, 2621, 1630, 1956, 2456, 220, 1408, 130, 1222, 483, 2638, 724, 908, 2480, 2165, 93, 663, 331, 56, 1698, 77, 2217, 847, 551, 2134, 2608, 2479, 2396, 898, 1587]
[273, 418, 875, 462, 785, 2245, 2495, 433, 2124, 877, 2613, 1563, 2611, 1347, 2104, 1075, 1503, 960, 2204, 1950, 1240, 1618, 1015, 924, 2223, 1322, 420, 198, 1380, 1643, 1265, 1474, 152, 1428, 1964, 320, 369, 2538, 2666, 688, 95, 1117, 423, 2019, 1841, 74, 98, 373, 1580, 1913, 461, 1302, 1416, 1628, 2068, 667, 1110, 530, 1435, 1139, 513, 1103, 1072, 2445, 2415, 1589, 2313, 301, 757, 564, 613, 2561, 363, 1383, 1599, 2492, 1717, 1753, 1407, 859, 542, 225, 342, 1551, 318, 2327, 1142, 2488, 1197, 1782, 1787, 153, 1258, 1778, 236, 2086, 2322, 1623, 2329, 1773, 573, 1324, 2288, 2272, 516, 1182, 1183, 2270, 2178, 1167, 1409, 70, 925, 1883, 2491, 1414, 1470, 628, 1377, 129, 2174, 1836, 1327, 262, 2479, 1485, 1215, 2455, 2190, 1487, 465, 2164, 412, 145, 1495, 1675, 1372, 190, 1976, 1501]
[1256, 150, 1575, 2369, 617, 547, 319, 2500, 1945, 866, 2303, 899, 1093, 1939, 455, 1994, 1278, 521, 673, 345, 1208, 2323, 2336, 675, 75, 1230, 2378, 140, 1635, 1618, 602, 2121, 1967, 271, 1264, 2354, 492, 1484, 706, 2518, 2052, 2010, 751, 35, 2404, 2356, 989, 1475, 2295, 2333, 1905, 2171, 1680, 964, 2274, 1930, 1078, 2051, 1203, 1536, 1145, 101, 246, 933, 819, 1007, 2612, 1383, 969, 1731, 1706, 1252, 2512, 1034, 1617, 1427, 825, 615, 1754, 1746, 1346, 2545, 2143, 225, 2087, 2086, 2107, 1769, 968, 1011, 542, 864, 656, 2026, 135, 548, 308, 1620, 459, 1854, 1956, 1958, 1436, 1879, 822, 2506, 739, 643, 1578, 2628, 878, 728, 540, 490, 1338, 2272, 1901, 2374, 1455, 694, 447, 92, 108, 106, 181, 1464, 2190, 506, 1915, 2165, 56, 907, 2157, 1916, 2423, 1476, 1919, 1236, 262, 1362]
[1442, 2489, 832, 1997, 2296, 1201, 1806, 254, 2283, 603, 2707, 345, 1231, 2603, 2669, 926, 2430, 1185, 833, 625, 2224, 2120, 245, 340, 2354, 1380, 1452, 593, 1671, 2594, 1451, 2564, 361, 2646, 786, 369, 787, 856, 378, 2385, 2047, 2133, 365, 1843, 718, 1156, 642, 10, 1839, 2196, 1515, 2419, 734, 1388, 94, 1435, 2234, 3, 1695, 65, 1430, 1989, 1284, 823, 1804, 513, 1431, 748, 1229, 2366, 1249, 1726, 1389, 1833, 1123, 2657, 489, 173, 346, 1262, 2324, 2144, 302, 2168, 683, 1258, 1624, 2085, 1346, 910, 542, 1304, 487, 1204, 556, 308, 2598, 2094, 519, 1768, 1105, 1537, 1375, 540, 1512, 2553, 995, 132, 1455, 1954, 612, 648, 2062, 472, 1982, 2111, 76, 559, 1828, 1827, 950, 106, 471, 778, 1976, 1215, 2135, 56, 1165, 993, 1333, 2173, 1593, 26, 1362, 594, 2209, 77, 939, 1370]
[818, 664, 1893, 812, 1861, 345, 1290, 622, 1820, 2310, 1611, 2000, 1403, 2668, 1691, 2320, 1031, 1241, 1823, 1994, 381, 783, 203, 2240, 43, 884, 330, 786, 1418, 2020, 2666, 91, 2292, 1141, 1350, 1417, 22, 2294, 1087, 2306, 2047, 1838, 146, 2010, 965, 901, 2131, 1475, 35, 2200, 1680, 2578, 408, 497, 365, 2156, 1069, 651, 415, 2193, 73, 1565, 1629, 9, 552, 1520, 1756, 2514, 672, 976, 244, 90, 513, 2512, 1229, 68, 246, 2444, 797, 1668, 1193, 2329, 1656, 1705, 409, 1584, 2087, 2318, 426, 1547, 2487, 1777, 459, 1805, 2170, 1780, 2046, 137, 2591, 1572, 2061, 2184, 129, 935, 747, 132, 1962, 2058, 737, 1408, 125, 2485, 193, 451, 647, 2235, 2017, 76, 2407, 1824, 2174, 2190, 181, 1918, 1900, 2394, 712, 939, 2161, 127, 1539, 1482, 1085, 1163, 2192, 99, 26, 1698, 1076, 1487]
[2590, 57, 2320, 2303, 2119, 2038, 938, 2633, 1812, 765, 1691, 1049, 1942, 1488, 1355, 1645, 2529, 1177, 2371, 2541, 330, 75, 2040, 808, 86, 1493, 152, 43, 381, 2380, 1010, 1068, 162, 1194, 2662, 954, 545, 1635, 2496, 348, 415, 1042, 1118, 642, 624, 1847, 2330, 1695, 1232, 2267, 1848, 2404, 525, 736, 2055, 292, 2469, 1220, 502, 725, 1719, 1562, 73, 1282, 2627, 1250, 760, 721, 1748, 797, 2366, 1123, 558, 1721, 806, 301, 2558, 1287, 650, 1145, 2598, 2079, 2208, 608, 656, 1768, 2326, 452, 2093, 2318, 1670, 887, 2143, 1158, 1253, 225, 2545, 137, 2505, 121, 1043, 644, 517, 1630, 107, 621, 1881, 1594, 1441, 2031, 1884, 252, 1880, 1898, 2375, 349, 913, 1222, 1543, 1974, 1236, 1165, 2395, 108, 491, 2159, 778, 2135, 1973, 1215, 1975, 31, 2013, 1495, 1170, 77, 2278, 26, 2050, 175]
